Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency,Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency
134,497,,,,,146,490,,,,,136,483,,,,,,,,,,,426,502,,,,,457,496,,,,
125,497,,,,,113,500,,,,,127,514,,,,,,,,,,,414,504,,,,,457,496,,,,
114,495,,,,,138,509,,,,,131,499,,,,,,,,,,,386,502,,,,,472,500,,,,
137,514,,,,,121,503,,,,,117,495,,,,,,,,,,,329,492,,,,,413,506,,,,
132,491,,,,,132,495,,,,,121,499,,,,,,,,,,,429,508,,,,,439,488,,,,
111,504,,,,,138,501,,,,,124,502,,,,,,,,,,,392,490,,,,,430,511,,,,
125,500,,,,,130,503,,,,,117,507,,,,,,,,,,,419,511,,,,,432,496,,,,
134,498,,,,,123,500,,,,,133,491,,,,,,,,,,,429,498,,,,,423,492,,,,
121,495,,,,,135,490,,,,,129,510,,,,,,,,,,,424,489,,,,,403,512,,,,
132,512,,,,,134,511,,,,,131,487,,,,,,,,,,,412,511,,,,,428,488,,,,
129,499,,,,,128,492,,,,,140,509,,,,,,,,,,,401,489,,,,,419,506,,,,
126,501,,,,,116,505,,,,,114,503,,,,,,,,,,,384,510,,,,,425,490,,,,
143,501,,,,,128,501,,,,,122,497,,,,,,,,,,,390,501,,,,,399,513,,,,
116,492,,,,,121,501,,,,,126,505,,,,,,,,,,,397,494,,,,,437,492,,,,
124,508,,,,,135,490,,,,,118,485,,,,,,,,,,,397,504,,,,,432,508,,,,
124,489,,,,,119,512,,,,,129,513,,,,,,,,,,,382,498,,,,,388,489,,,,
136,505,,,,,112,488,,,,,127,489,,,,,,,,,,,392,498,,,,,391,513,,,,
113,494,,,,,132,508,,,,,104,510,,,,,,,,,,,382,498,,,,,473,500,,,,
118,513,,,,,118,495,,,,,129,498,,,,,,,,,,,385,499,,,,,408,494,,,,
144,494,,,,,135,501,,,,,109,485,,,,,,,,,,,401,505,,,,,458,499,,,,
110,502,,,,,115,491,,,,,116,514,,,,,,,,,,,350,492,,,,,403,505,,,,
129,497,,,,,117,507,,,,,108,501,,,,,,,,,,,362,499,,,,,387,491,,,,
125,506,,,,,122,505,,,,,128,501,,,,,,,,,,,360,507,,,,,425,505,,,,
142,503,,,,,126,495,,,,,126,503,,,,,,,,,,,367,502,,,,,391,490,,,,
113,492,,,,,140,506,,,,,130,500,,,,,,,,,,,360,502,,,,,418,515,,,,
138,493,,,,,127,499,,,,,127,490,,,,,,,,,,,362,485,,,,,401,492,,,,
116,512,,,,,122,495,,,,,119,487,,,,,,,,,,,380,515,,,,,417,504,,,,
124,492,,,,,138,500,,,,,127,522,,,,,,,,,,,346,489,,,,,391,494,,,,
142,480,,,,,119,508,,,,,113,498,,,,,,,,,,,360,509,,,,,400,512,,,,
120,521,,,,,126,482,,,,,129,502,,,,,,,,,,,372,491,,,,,422,501,,,,
116,509,,,,,107,518,,,,,114,497,,,,,,,,,,,374,511,,,,,370,495,,,,
132,495,,,,,120,497,,,,,127,504,,,,,,,,,,,330,499,,,,,365,492,,,,
126,495,,,,,123,483,,,,,119,504,,,,,,,,,,,347,498,,,,,346,510,,,,
140,506,,,,,130,510,,,,,131,497,,,,,,,,,,,321,501,,,,,329,490,,,,
113,487,,,,,105,508,,,,,113,499,,,,,,,,,,,312,500,,,,,366,507,,,,
129,507,,,,,137,493,,,,,113,493,,,,,,,,,,,311,494,,,,,363,505,,,,
125,499,,,,,125,509,,,,,140,507,,,,,,,,,,,332,505,,,,,368,499,,,,
128,499,,,,,120,499,,,,,96.9,499,,,,,,,,,,,334,504,,,,,366,485,,,,
126,510,,,,,126,498,,,,,114,497,,,,,,,,,,,332,498,,,,,367,513,,,,
123,499,,,,,129,498,,,,,126,485,,,,,,,,,,,349,497,,,,,358,491,,,,
136,482,,,,,136,503,,,,,122,519,,,,,,,,,,,329,503,,,,,321,510,,,,
143,504,,,,,124,501,,,,,125,491,,,,,,,,,,,338,501,,,,,362,489,,,,
110,501,,,,,124,485,,,,,128,508,,,,,,,,,,,324,489,,,,,368,508,,,,
127,510,,,,,120,515,,,,,125,502,,,,,,,,,,,303,507,,,,,360,495,,,,
131,492,,,,,136,500,,,,,115,502,,,,,,,,,,,341,503,,,,,367,508,,,,
125,509,,,,,121,501,,,,,114,499,,,,,,,,,,,326,500,,,,,422,501,,,,
138,493,,,,,108,500,,,,,129,495,,,,,,,,,,,315,490,,,,,342,494,,,,
125,484,,,,,124,501,,,,,114,499,,,,,,,,,,,345,509,,,,,334,505,,,,
114,517,,,,,137,502,,,,,127,503,,,,,,,,,,,312,502,,,,,321,501,,,,
122,501,,,,,114,496,,,,,125,501,,,,,,,,,,,368,500,,,,,314,492,,,,
135,477,,,,,122,495,,,,,121,497,,,,,,,,,,,322,499,,,,,347,493,,,,
134,527,,,,,116,505,,,,,135,495,,,,,,,,,,,310,501,,,,,323,514,,,,
126,489,,,,,125,502,,,,,127,511,,,,,,,,,,,302,501,,,,,346,501,,,,
127,515,,,,,122,498,,,,,126,498,,,,,,,,,,,304,493,,,,,340,497,,,,
127,497,,,,,129,481,,,,,121,501,,,,,,,,,,,299,501,,,,,349,497,,,,
127,499,,,,,112,518,,,,,141,463,,,,,,,,,,,306,499,,,,,361,505,,,,
120,493,,,,,128,492,,,,,123,529,,,,,,,,,,,291,497,,,,,423,484,,,,
118,492,,,,,112,496,,,,,124,498,,,,,,,,,,,316,509,,,,,424,515,,,,
142,515,,,,,131,514,,,,,122,510,,,,,,,,,,,300,500,,,,,335,495,,,,
121,499,,,,,119,494,,,,,119,496,,,,,,,,,,,304,493,,,,,336,503,,,,
127,493,,,,,131,496,,,,,120,501,,,,,,,,,,,302,510,,,,,360,500,,,,
111,501,,,,,117,501,,,,,109,497,,,,,,,,,,,340,499,,,,,349,504,,,,
121,505,,,,,128,510,,,,,129,497,,,,,,,,,,,342,490,,,,,336,501,,,,
119,502,,,,,145,498,,,,,122,510,,,,,,,,,,,320,499,,,,,351,498,,,,
116,497,,,,,120,499,,,,,106,500,,,,,,,,,,,347,506,,,,,387,496,,,,
126,503,,,,,120,498,,,,,116,500,,,,,,,,,,,338,504,,,,,388,491,,,,
125,493,,,,,139,505,,,,,139,498,,,,,,,,,,,307,500,,,,,370,512,,,,
125,509,,,,,135,500,,,,,115,499,,,,,,,,,,,313,491,,,,,362,489,,,,
135,494,,,,,136,478,,,,,95.5,504,,,,,,,,,,,302,508,,,,,313,512,,,,
132,502,,,,,120,521,,,,,110,499,,,,,,,,,,,311,488,,,,,335,501,,,,
123,505,,,,,112,496,,,,,125,499,,,,,,,,,,,304,512,,,,,308,485,,,,
136,499,,,,,123,492,,,,,128,501,,,,,,,,,,,315,500,,,,,360,515,,,,
118,495,,,,,122,511,,,,,121,499,,,,,,,,,,,324,500,,,,,401,501,,,,
128,494,,,,,127,502,,,,,123,496,,,,,,,,,,,344,499,,,,,379,489,,,,
134,509,,,,,127,501,,,,,114,499,,,,,,,,,,,324,500,,,,,323,509,,,,
124,496,,,,,120,499,,,,,122,498,,,,,,,,,,,342,500,,,,,323,500,,,,
133,504,,,,,130,502,,,,,119,507,,,,,,,,,,,327,497,,,,,332,502,,,,
132,489,,,,,,,,,,,118,499,,,,,,,,,,,323,495,,,,,359,499,,,,
140,512,,,,,,,,,,,97.3,491,,,,,,,,,,,324,505,,,,,385,497,,,,
124,494,,,,,,,,,,,128,498,,,,,,,,,,,348,503,,,,,349,498,,,,
124,504,,,,,,,,,,,110,515,,,,,,,,,,,336,498,,,,,364,501,,,,
126,493,,,,,,,,,,,129,498,,,,,,,,,,,309,501,,,,,376,504,,,,
138,501,,,,,,,,,,,108,487,,,,,,,,,,,350,500,,,,,399,491,,,,
125,506,,,,,,,,,,,124,511,,,,,,,,,,,321,497,,,,,387,497,,,,
117,485,,,,,,,,,,,113,486,,,,,,,,,,,335,496,,,,,364,514,,,,
132,511,,,,,,,,,,,121,515,,,,,,,,,,,,,,,,,385,487,,,,
118,497,,,,,,,,,,,126,495,,,,,,,,,,,,,,,,,396,510,,,,
105,504,,,,,,,,,,,124,499,,,,,,,,,,,,,,,,,389,502,,,,
129,503,,,,,,,,,,,132,500,,,,,,,,,,,,,,,,,390,499,,,,
130,497,,,,,,,,,,,123,495,,,,,,,,,,,,,,,,,365,495,,,,
121,504,,,,,,,,,,,105,507,,,,,,,,,,,,,,,,,385,504,,,,
137,496,,,,,,,,,,,124,505,,,,,,,,,,,,,,,,,402,495,,,,
123,497,,,,,,,,,,,123,498,,,,,,,,,,,,,,,,,395,506,,,,
142,507,,,,,,,,,,,136,503,,,,,,,,,,,,,,,,,388,494,,,,
115,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,494,,,,
129,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,513,,,,
120,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,492,,,,
133,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,507,,,,
127,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,494,,,,
111,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,507,,,,
129,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,500,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,496,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,500,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,502,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,491,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,499,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,509,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,501,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,499,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,502,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,498,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,496,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,495,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,508,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,503,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,498,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,487,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,515,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,495,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,506,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,500,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,496,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,503,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,504,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,492,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,493,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,511,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,491,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,511,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,498,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,491,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,504,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,506,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,499,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
