Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency,Target UE Iperf3 Measured Throughput 1 (Kbps),Non-Target UE Iperf3 Measured Throughput 1 (Kbps),FB-AII Estimated Throughput 1 (Mbps),Tset 1 (Mbps),jammer_gain 1,Inteference Efficiency,Target UE Iperf3 Measured Throughput 2,Non-Target UE Iperf3 Measured Throughput 2,FB-AII Estimated Throughput 2,Tset 2,jammer_gain 2,Inteference Efficiency,Target UE Iperf3 Measured Throughput 3,Non-Target UE Iperf3 Measured Throughput 3,FB-AII Estimated Throughput 3,Tset 3,jammer_gain 3,Inteference Efficiency
279,504,,,,,,,,,,,280,503,,,,,361,502,,,,,354,513,,,,,420,502,,,,
303,502,,,,,,,,,,,268,498,,,,,319,498,,,,,418,494,,,,,446,484,,,,
264,493,,,,,,,,,,,265,494,,,,,343,490,,,,,361,500,,,,,398,514,,,,
249,501,,,,,,,,,,,242,494,,,,,338,508,,,,,292,492,,,,,373,499,,,,
245,496,,,,,,,,,,,266,512,,,,,315,503,,,,,324,509,,,,,406,497,,,,
254,499,,,,,,,,,,,258,500,,,,,347,501,,,,,278,502,,,,,407,503,,,,
249,506,,,,,,,,,,,243,495,,,,,342,498,,,,,312,496,,,,,378,492,,,,
249,500,,,,,,,,,,,262,486,,,,,341,497,,,,,286,488,,,,,405,506,,,,
239,487,,,,,,,,,,,249,518,,,,,344,497,,,,,354,506,,,,,392,493,,,,
243,513,,,,,,,,,,,255,502,,,,,357,505,,,,,397,500,,,,,381,511,,,,
238,505,,,,,,,,,,,266,485,,,,,351,501,,,,,334,510,,,,,396,498,,,,
244,499,,,,,,,,,,,260,512,,,,,351,501,,,,,337,485,,,,,420,497,,,,
238,498,,,,,,,,,,,279,501,,,,,344,495,,,,,379,515,,,,,331,501,,,,
229,505,,,,,,,,,,,317,501,,,,,347,486,,,,,376,496,,,,,390,506,,,,
251,498,,,,,,,,,,,281,494,,,,,385,511,,,,,389,505,,,,,414,492,,,,
283,500,,,,,,,,,,,293,508,,,,,344,498,,,,,395,488,,,,,438,503,,,,
263,491,,,,,,,,,,,314,494,,,,,300,507,,,,,353,512,,,,,468,486,,,,
291,509,,,,,,,,,,,285,493,,,,,334,502,,,,,349,499,,,,,411,518,,,,
296,494,,,,,,,,,,,309,507,,,,,339,503,,,,,303,500,,,,,443,499,,,,
284,506,,,,,,,,,,,278,483,,,,,337,500,,,,,316,485,,,,,416,497,,,,
292,502,,,,,,,,,,,304,518,,,,,347,498,,,,,381,503,,,,,463,504,,,,
297,499,,,,,,,,,,,284,503,,,,,312,502,,,,,335,513,,,,,428,489,,,,
278,494,,,,,,,,,,,306,498,,,,,311,493,,,,,340,491,,,,,359,498,,,,
283,481,,,,,,,,,,,303,502,,,,,313,500,,,,,434,510,,,,,442,512,,,,
263,523,,,,,,,,,,,277,497,,,,,317,504,,,,,352,499,,,,,439,496,,,,
276,499,,,,,,,,,,,271,501,,,,,327,498,,,,,284,501,,,,,418,506,,,,
233,496,,,,,,,,,,,245,494,,,,,344,499,,,,,342,500,,,,,396,494,,,,
237,491,,,,,,,,,,,252,496,,,,,355,499,,,,,346,490,,,,,392,505,,,,
223,514,,,,,,,,,,,277,509,,,,,317,495,,,,,321,510,,,,,373,499,,,,
244,499,,,,,,,,,,,265,497,,,,,404,504,,,,,308,485,,,,,390,501,,,,
221,496,,,,,,,,,,,272,501,,,,,319,506,,,,,344,511,,,,,366,498,,,,
241,496,,,,,,,,,,,271,498,,,,,324,495,,,,,326,486,,,,,395,497,,,,
248,499,,,,,,,,,,,272,504,,,,,296,507,,,,,310,517,,,,,368,493,,,,
228,505,,,,,,,,,,,258,501,,,,,311,499,,,,,319,499,,,,,338,512,,,,
235,498,,,,,,,,,,,274,495,,,,,381,484,,,,,379,484,,,,,393,489,,,,
226,490,,,,,,,,,,,271,508,,,,,382,516,,,,,362,506,,,,,400,509,,,,
221,516,,,,,,,,,,,299,492,,,,,415,499,,,,,379,512,,,,,361,501,,,,
244,500,,,,,,,,,,,281,507,,,,,390,501,,,,,321,498,,,,,376,501,,,,
259,485,,,,,,,,,,,292,490,,,,,379,498,,,,,292,501,,,,,419,492,,,,
256,515,,,,,,,,,,,306,509,,,,,390,500,,,,,319,501,,,,,390,482,,,,
,,,,,,,,,,,,271,500,,,,,380,492,,,,,312,500,,,,,443,527,,,,
,,,,,,,,,,,,305,499,,,,,359,509,,,,,321,493,,,,,426,483,,,,
,,,,,,,,,,,,293,496,,,,,343,487,,,,,305,507,,,,,383,510,,,,
,,,,,,,,,,,,283,504,,,,,336,516,,,,,305,490,,,,,419,499,,,,
,,,,,,,,,,,,321,496,,,,,356,493,,,,,311,509,,,,,452,509,,,,
,,,,,,,,,,,,299,498,,,,,362,505,,,,,282,492,,,,,433,501,,,,
,,,,,,,,,,,,280,503,,,,,351,496,,,,,303,506,,,,,398,496,,,,
,,,,,,,,,,,,289,506,,,,,328,501,,,,,314,497,,,,,454,503,,,,
,,,,,,,,,,,,252,493,,,,,348,499,,,,,342,504,,,,,434,499,,,,
,,,,,,,,,,,,260,506,,,,,347,502,,,,,358,499,,,,,447,501,,,,
,,,,,,,,,,,,287,495,,,,,344,494,,,,,369,495,,,,,403,500,,,,
,,,,,,,,,,,,291,506,,,,,269,507,,,,,347,502,,,,,431,482,,,,
,,,,,,,,,,,,279,498,,,,,329,496,,,,,362,500,,,,,393,513,,,,
,,,,,,,,,,,,271,500,,,,,327,505,,,,,359,499,,,,,347,500,,,,
,,,,,,,,,,,,280,499,,,,,274,494,,,,,382,492,,,,,391,505,,,,
,,,,,,,,,,,,310,499,,,,,334,508,,,,,334,502,,,,,412,501,,,,
,,,,,,,,,,,,,,,,,,297,495,,,,,344,512,,,,,377,498,,,,
,,,,,,,,,,,,,,,,,,344,490,,,,,346,498,,,,,417,495,,,,
,,,,,,,,,,,,,,,,,,335,505,,,,,344,499,,,,,411,502,,,,
,,,,,,,,,,,,,,,,,,323,492,,,,,318,499,,,,,383,483,,,,
,,,,,,,,,,,,,,,,,,309,515,,,,,370,502,,,,,367,523,,,,
,,,,,,,,,,,,,,,,,,331,491,,,,,363,494,,,,,374,494,,,,
,,,,,,,,,,,,,,,,,,283,491,,,,,350,507,,,,,408,501,,,,
,,,,,,,,,,,,,,,,,,285,520,,,,,347,478,,,,,421,498,,,,
,,,,,,,,,,,,,,,,,,287,495,,,,,353,510,,,,,414,487,,,,
,,,,,,,,,,,,,,,,,,307,503,,,,,336,505,,,,,444,516,,,,
,,,,,,,,,,,,,,,,,,313,496,,,,,323,505,,,,,419,501,,,,
,,,,,,,,,,,,,,,,,,297,506,,,,,320,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,316,503,,,,,268,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,319,481,,,,,284,490,,,,,,,,,,
,,,,,,,,,,,,,,,,,,333,517,,,,,270,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,318,483,,,,,278,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,302,515,,,,,281,502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,285,501,,,,,276,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,292,498,,,,,325,513,,,,,,,,,,
,,,,,,,,,,,,,,,,,,284,490,,,,,292,490,,,,,,,,,,
,,,,,,,,,,,,,,,,,,313,509,,,,,281,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,317,491,,,,,300,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,310,498,,,,,280,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,299,501,,,,,268,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,289,488,,,,,270,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,340,523,,,,,281,506,,,,,,,,,,
,,,,,,,,,,,,,,,,,,318,488,,,,,304,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,321,511,,,,,269,488,,,,,,,,,,
,,,,,,,,,,,,,,,,,,293,496,,,,,304,514,,,,,,,,,,
,,,,,,,,,,,,,,,,,,281,506,,,,,287,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,281,489,,,,,298,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,292,508,,,,,271,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,311,496,,,,,279,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,302,505,,,,,273,492,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,264,507,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,255,497,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,257,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,266,494,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,282,507,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,239,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,284,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,275,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,224,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,211,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,206,505,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,222,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,215,499,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,223,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,228,504,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,217,497,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,226,504,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,230,497,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,226,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,152,502,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,149,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,152,501,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,144,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,158,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,151,496,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,151,503,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,147,498,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,149,495,,,,,,,,,,
